C_perc,H_perc,N_perc,O_perc,S_perc
26.35,12.73,52.99,7.72,0.22
25.76,13.44,52.21,8.49,0.1
27.98,11.35,53.5,7.09,0.08
25.02,14.35,52.06,8.32,0.25
26.51,12.99,53.07,7.22,0.2
26.09,13.37,52.85,7.42,0.27
26.56,13.02,52.78,7.4,0.24
26.35,13.4,52.67,7.46,0.11
26.04,13.34,53.09,7.32,0.21
26.72,13.28,52.83,7.01,0.17
26.63,13.18,52.67,7.35,0.18
25.09,15.27,52.73,6.91,0.0
26.64,13.11,52.66,7.39,0.2
26.07,13.45,53.18,7.22,0.08
25.9,13.56,53.07,7.05,0.42
26.51,13.12,53.09,7.07,0.21
26.82,12.99,52.74,7.15,0.3
26.04,13.41,52.82,7.42,0.31
26.11,12.98,53.26,7.42,0.22
26.49,13.52,52.46,7.33,0.2
26.41,13.22,53.1,7.16,0.11
25.89,13.58,53.15,7.24,0.13
26.04,13.24,53.2,7.28,0.24
26.81,13.57,52.52,6.99,0.12
26.46,13.33,52.57,7.22,0.42
26.86,12.99,52.89,7.06,0.2
26.12,13.3,53.1,7.25,0.23
25.88,13.16,53.08,7.61,0.27
27.12,12.89,52.55,7.23,0.21
26.28,13.38,52.83,7.26,0.24
26.58,13.11,52.67,7.38,0.27
26.14,13.19,53.36,7.21,0.11
26.2,14.06,52.54,6.96,0.24
26.18,13.05,53.2,7.37,0.2
26.72,13.35,52.08,7.53,0.33
25.75,16.77,49.1,8.38,0.0
26.3,13.24,52.91,7.31,0.23
26.11,13.12,53.5,7.05,0.22
26.21,12.48,54.12,7.05,0.14
26.49,13.12,52.6,7.57,0.22
26.14,13.32,53.02,7.29,0.23
26.5,12.79,52.59,7.71,0.41
25.01,17.96,50.08,6.95,0.0
26.88,13.35,51.84,7.68,0.25
26.19,14.35,52.25,6.97,0.25
26.4,13.47,52.65,7.29,0.2
25.74,14.31,51.84,8.0,0.11
25.5,12.3,54.73,7.43,0.04
25.9,14.34,52.64,6.94,0.19
26.15,12.54,52.99,8.09,0.23
26.22,13.85,51.59,8.13,0.21
27.22,13.17,52.11,7.37,0.14
26.05,13.99,52.28,7.55,0.13
25.67,14.04,52.51,7.55,0.23
26.05,13.41,53.21,7.18,0.15
24.93,13.26,54.39,7.35,0.07
26.19,13.81,52.3,7.49,0.21
26.04,14.12,51.85,7.79,0.19
26.5,12.53,53.15,7.39,0.43
25.45,11.46,54.68,8.32,0.09
26.06,13.39,52.6,7.63,0.32
25.51,14.32,52.04,7.91,0.22
25.9,14.15,52.12,7.46,0.36
27.04,12.68,53.08,7.04,0.17
26.7,14.0,52.05,7.12,0.14
24.95,10.81,53.14,10.51,0.59
26.41,13.3,52.5,7.66,0.13
26.55,13.46,52.19,7.64,0.17
26.24,13.31,52.41,7.8,0.24
26.22,13.51,52.56,7.53,0.18
25.71,14.26,52.28,7.61,0.13
25.8,13.53,52.23,8.17,0.27
26.53,12.59,52.47,8.29,0.12
26.18,13.7,52.43,7.31,0.39
25.98,13.84,52.12,7.76,0.3
27.1,12.87,52.61,7.22,0.19
26.25,13.5,52.69,7.39,0.17
26.81,13.69,52.33,6.87,0.31
26.22,13.49,52.73,7.33,0.23
24.2,9.58,53.78,12.44,0.0
25.15,11.58,51.96,11.03,0.28
26.43,13.61,52.51,7.25,0.19
26.05,13.53,52.42,7.6,0.4
25.28,12.23,54.24,8.03,0.23
26.85,13.21,51.94,7.75,0.24
25.96,14.81,51.8,7.22,0.22
25.42,14.32,52.76,7.28,0.22
26.91,13.46,52.27,7.22,0.14
26.55,13.22,52.7,7.31,0.22
26.29,13.27,52.9,7.35,0.18
25.46,12.96,53.44,7.92,0.21
26.68,12.46,53.52,7.24,0.1
26.19,13.39,52.65,7.37,0.39
25.75,14.28,52.23,7.54,0.21
26.43,13.41,52.61,7.31,0.24
24.26,9.47,55.77,9.91,0.59
27.08,12.71,52.88,7.21,0.13
26.04,13.61,52.87,7.29,0.19
26.01,12.11,53.25,8.52,0.11
26.08,13.19,52.6,7.7,0.43
26.49,13.05,52.85,7.32,0.3
25.95,13.77,51.92,8.32,0.05
26.17,12.99,52.86,7.84,0.14
25.86,13.55,52.97,7.43,0.19
25.86,14.55,51.94,7.54,0.11
26.84,13.13,52.64,7.18,0.21
26.76,12.96,52.18,7.93,0.17
27.35,12.46,52.9,6.97,0.32
27.03,13.36,52.3,7.16,0.15
26.7,14.33,51.93,6.93,0.1
26.3,13.37,52.38,7.68,0.26
26.04,13.77,51.83,8.16,0.2
25.88,12.61,53.35,7.95,0.22
26.88,13.73,52.14,6.86,0.4
25.75,13.85,52.57,7.48,0.34
26.33,13.32,52.78,7.27,0.3
26.5,12.82,53.03,7.4,0.25
26.43,13.28,52.31,7.86,0.13
25.73,14.54,51.65,7.92,0.15
25.83,13.9,52.28,7.69,0.3
26.6,13.39,52.08,7.61,0.32
26.98,12.95,52.78,7.06,0.23
26.56,13.43,52.47,7.42,0.12
26.21,13.42,52.82,7.39,0.16
26.64,13.04,52.89,7.15,0.29
26.56,13.45,52.61,7.2,0.19
26.02,13.37,53.39,7.17,0.06
26.32,13.42,52.25,7.9,0.11
26.25,13.44,52.3,7.83,0.17
26.59,13.23,52.69,7.35,0.14
26.1,13.82,52.04,7.71,0.33
26.48,13.35,52.58,7.35,0.23
26.82,12.93,52.61,7.35,0.29
27.01,13.52,51.96,7.19,0.32
26.36,13.68,52.62,7.16,0.17
25.7,13.95,52.28,7.82,0.25
26.39,13.4,52.91,7.07,0.23
26.08,13.07,53.01,7.63,0.21
25.56,13.73,52.15,8.15,0.41
25.15,11.89,55.26,7.64,0.05
26.21,14.14,52.61,6.69,0.35
26.31,13.54,52.61,7.31,0.22
25.07,11.58,53.81,9.54,0.0
26.57,13.74,52.24,7.18,0.27
23.66,11.65,52.6,12.09,0.0
26.36,13.49,52.53,7.42,0.19
25.74,13.98,52.74,7.41,0.13
26.38,13.42,52.83,7.18,0.19
25.86,14.06,52.69,7.17,0.22
26.62,13.28,52.53,7.27,0.3
26.24,13.44,52.47,7.71,0.14
26.25,13.83,52.73,6.84,0.35
26.78,13.16,52.76,7.26,0.03
26.38,13.33,53.01,7.14,0.14
26.4,14.12,52.09,7.19,0.19
26.53,13.5,52.15,7.6,0.23
26.62,13.34,52.8,7.11,0.13
26.19,13.37,52.64,7.6,0.2
26.22,13.32,52.84,7.48,0.14
25.48,13.83,52.65,7.95,0.09
26.3,13.14,52.92,7.41,0.22
26.54,13.59,52.31,7.4,0.15
26.43,13.47,52.61,7.28,0.2
25.11,11.74,51.85,10.85,0.44
26.19,13.72,52.18,7.54,0.36
26.5,12.9,52.95,7.51,0.13
26.5,13.6,52.07,7.48,0.35
27.15,13.73,51.49,7.44,0.2
26.28,13.26,52.81,7.38,0.27
25.37,15.11,51.11,8.26,0.15
26.06,13.82,51.78,8.21,0.13
26.34,13.52,52.77,7.22,0.15
24.87,13.98,53.26,7.9,0.0
24.94,12.68,52.08,9.97,0.33
26.37,13.26,52.22,8.03,0.12
26.63,13.34,52.82,6.97,0.24
27.04,12.84,52.8,7.14,0.17
26.48,13.16,52.67,7.47,0.22
25.91,13.67,52.61,7.5,0.3
26.78,13.03,52.88,7.24,0.07
26.44,13.47,51.87,7.95,0.26
26.99,13.13,52.49,7.3,0.09
26.24,14.39,51.76,7.53,0.09
26.08,13.63,52.02,8.12,0.16
26.41,13.22,52.85,7.38,0.14
25.21,13.19,52.18,9.07,0.35
25.21,12.46,54.27,7.9,0.16
26.34,13.54,51.91,7.91,0.29
25.55,14.39,52.32,7.65,0.09
26.74,13.5,51.86,7.7,0.21
26.69,13.23,52.56,7.37,0.15
26.41,13.54,52.42,7.37,0.25
26.27,12.82,53.46,7.24,0.21
25.75,14.22,52.03,7.88,0.13
26.2,12.07,53.17,8.49,0.07
26.25,13.36,51.99,8.1,0.3
26.91,13.44,52.35,7.06,0.24
23.37,13.52,53.26,9.85,0.0
25.17,14.58,52.37,7.7,0.18
26.56,13.46,52.59,7.17,0.22
26.87,14.04,51.94,7.03,0.13
26.33,13.24,53.02,7.17,0.24
25.61,13.67,52.99,7.59,0.15
26.09,13.64,52.36,7.68,0.22
25.2,14.46,53.21,7.05,0.08
25.29,12.86,52.18,9.52,0.15
25.97,13.63,52.63,7.48,0.29
26.08,14.0,51.98,7.57,0.36
26.32,13.38,52.76,7.41,0.14
23.92,9.33,53.48,13.27,0.0
26.62,12.97,52.25,7.94,0.22
26.58,13.66,52.29,7.35,0.13
26.12,13.53,52.61,7.58,0.17
25.58,14.51,51.9,7.85,0.16
26.43,14.18,51.88,7.3,0.21
26.33,13.0,53.15,7.24,0.28
26.65,13.24,52.82,7.05,0.25
26.53,12.96,52.71,7.47,0.33
26.07,13.39,52.9,7.46,0.18
26.08,13.36,52.58,7.78,0.2
25.62,14.21,52.04,7.92,0.22
26.22,13.29,53.07,7.29,0.13
25.87,13.45,52.95,7.51,0.21
25.52,14.3,52.72,7.24,0.22
26.62,13.32,52.51,7.32,0.24
26.13,13.37,52.74,7.42,0.33
26.39,13.36,52.03,8.02,0.21
26.86,12.89,53.11,6.91,0.24
25.9,14.12,51.6,8.11,0.28
26.41,13.59,52.02,7.76,0.21
26.23,13.47,51.89,8.18,0.23
26.28,13.11,52.51,7.84,0.27
26.56,13.49,52.73,7.12,0.1
25.85,13.65,52.64,7.72,0.13
26.39,13.83,51.89,7.65,0.24
26.4,13.69,52.33,7.41,0.17
26.19,13.76,52.3,7.39,0.36
26.42,13.36,51.98,7.93,0.3
25.88,13.91,52.55,7.48,0.18
25.75,13.39,53.17,7.48,0.21
25.88,12.01,52.67,9.36,0.09
25.98,14.01,51.42,8.56,0.04
26.57,13.7,51.79,7.71,0.23
25.75,14.18,52.54,7.4,0.12
26.79,13.57,51.84,7.63,0.18
26.12,13.75,52.01,7.78,0.33
25.9,13.66,52.81,7.41,0.23
24.92,12.97,52.08,9.75,0.29
26.72,13.24,52.24,7.54,0.26
26.32,13.75,51.88,7.75,0.3
25.94,14.14,52.19,7.51,0.21
26.12,14.04,52.05,7.44,0.36
25.83,13.78,53.09,7.2,0.1
26.71,11.75,53.02,8.37,0.16
26.15,13.81,52.18,7.59,0.27
26.44,13.8,52.12,7.46,0.18
26.49,12.4,52.87,7.99,0.26
25.85,13.24,53.33,7.48,0.1
26.47,13.03,53.1,7.16,0.24
26.18,12.98,52.95,7.64,0.25
26.12,12.76,51.48,9.13,0.51
26.71,13.64,52.68,6.8,0.17
26.45,13.56,52.34,7.49,0.15
26.35,13.79,52.0,7.57,0.29
27.21,13.45,52.18,6.86,0.3
26.27,13.59,52.61,7.33,0.2
25.48,13.91,52.78,7.57,0.26
25.88,13.48,52.64,7.85,0.14
25.38,14.67,52.02,7.83,0.11
25.73,14.18,52.4,7.57,0.12
25.69,14.33,52.19,7.5,0.29
25.51,14.39,52.42,7.58,0.11
26.09,14.12,52.13,7.49,0.17
26.98,13.52,51.47,7.71,0.33
26.39,13.43,51.87,7.83,0.47
26.76,12.96,52.7,7.35,0.23
26.5,13.04,52.67,7.63,0.16
26.23,13.81,51.71,7.92,0.33
26.7,13.05,52.73,7.29,0.22
25.21,14.34,52.71,7.6,0.13
26.98,12.58,52.95,7.29,0.2
26.41,13.22,53.03,7.14,0.2
26.3,12.93,53.3,7.27,0.21
24.69,10.66,56.34,8.31,0.0
25.74,13.92,52.65,7.51,0.18
24.77,12.68,54.47,8.05,0.03
26.35,13.64,52.26,7.45,0.29
26.13,13.95,52.23,7.6,0.1
26.64,12.99,52.28,7.89,0.2
26.87,13.17,52.36,7.37,0.23
26.26,13.39,52.87,7.19,0.28
25.55,12.67,54.05,7.69,0.04
25.8,14.23,52.38,7.34,0.26
25.85,14.09,52.47,7.5,0.09
25.73,13.92,52.24,7.98,0.13
25.93,12.6,54.06,7.3,0.11
26.79,13.49,52.12,7.47,0.12
26.02,13.94,52.13,7.65,0.25
26.05,13.44,53.46,6.83,0.22
25.51,12.86,54.32,7.24,0.06
26.55,13.3,52.88,7.13,0.15
26.2,16.54,50.32,6.81,0.12
25.76,14.34,52.16,7.63,0.1
26.19,13.33,52.76,7.43,0.29
25.81,13.93,51.9,8.24,0.12
26.48,13.49,52.44,7.27,0.33
25.9,13.75,52.15,7.96,0.24
25.81,13.93,52.47,7.61,0.18
26.34,13.56,52.33,7.51,0.25
26.69,13.32,52.36,7.41,0.21
26.75,13.04,52.87,7.18,0.16
26.85,12.38,53.21,7.38,0.19
26.37,13.15,53.35,6.95,0.18
25.8,13.43,52.88,7.8,0.09
26.36,13.58,52.38,7.37,0.31
26.23,13.83,52.04,7.6,0.3
26.41,13.27,52.91,7.23,0.19
26.33,14.0,52.71,6.87,0.1
25.86,14.81,51.34,7.89,0.11
25.29,14.39,52.85,7.27,0.19
26.89,13.02,53.25,6.68,0.16
26.49,13.02,53.29,7.04,0.16
25.97,14.37,52.19,7.36,0.11
26.05,13.91,52.03,7.69,0.32
24.86,13.76,53.27,8.12,0.0
26.56,12.43,52.8,8.1,0.11
27.23,12.35,53.03,7.16,0.22
26.61,13.97,52.27,6.97,0.18
26.12,13.67,52.76,7.26,0.18
26.8,13.35,51.21,8.14,0.49
25.81,14.29,52.22,7.58,0.11
25.63,14.74,51.85,7.62,0.16
25.79,12.71,53.68,7.73,0.08
26.18,13.67,52.44,7.42,0.29
25.95,13.28,52.41,8.1,0.27
26.12,13.88,52.33,7.43,0.24
26.22,14.13,52.5,6.91,0.23
26.49,13.68,52.71,6.91,0.2
24.41,12.53,54.0,9.07,0.0
25.61,14.2,52.16,7.81,0.21
26.6,13.41,52.95,6.97,0.06
26.48,13.77,52.34,7.32,0.09
26.67,12.98,52.79,7.22,0.35
26.25,13.18,52.99,7.35,0.22
26.95,12.73,53.1,7.06,0.16
26.3,13.78,51.47,8.35,0.1
26.01,14.43,52.33,7.05,0.18
25.6,12.45,53.93,7.87,0.16
26.76,13.3,52.34,7.44,0.15
25.72,13.98,52.43,7.62,0.25
26.26,13.65,52.31,7.61,0.17
26.19,13.18,52.91,7.49,0.24
26.19,13.11,52.53,8.05,0.13
25.63,14.51,51.92,7.71,0.23
26.67,11.84,52.82,8.41,0.26
25.98,13.05,52.47,8.32,0.17
25.79,14.23,52.13,7.71,0.14
26.6,13.47,51.51,8.14,0.29
26.78,13.83,51.97,7.23,0.2
26.23,13.45,52.55,7.53,0.23
26.69,12.44,52.98,7.61,0.27
25.83,13.63,52.94,7.4,0.2
26.31,13.77,52.27,7.35,0.3
27.04,13.08,52.86,6.81,0.22
26.34,13.05,52.59,7.72,0.3
27.08,13.08,52.51,7.14,0.19
26.78,13.29,52.87,6.92,0.15
26.42,12.9,53.07,7.28,0.33
26.26,14.36,51.76,7.49,0.13
26.35,13.34,52.58,7.67,0.06
26.25,13.42,52.63,7.54,0.15
25.8,14.19,52.72,7.11,0.18
25.8,13.92,52.25,7.86,0.18
26.27,13.4,52.59,7.34,0.39
26.01,13.46,52.83,7.33,0.37
25.72,14.36,52.47,7.21,0.24
25.88,13.78,52.35,7.84,0.16
26.15,13.74,52.15,7.71,0.24
25.95,14.2,51.97,7.65,0.23
25.43,12.71,54.64,7.22,0.0
27.07,13.21,52.52,6.87,0.32
26.29,14.17,52.11,7.33,0.1
27.19,13.39,51.72,7.44,0.27
26.09,13.61,52.69,7.39,0.2
25.93,13.98,52.15,7.74,0.2
25.46,14.46,51.82,8.06,0.2
25.99,13.02,52.45,8.26,0.29
26.29,13.42,52.64,7.46,0.18
26.19,14.0,52.24,7.39,0.18
26.42,12.89,53.18,7.33,0.18
26.64,13.06,52.41,7.69,0.2
26.85,13.54,51.65,7.77,0.19
26.34,13.38,52.5,7.47,0.31
26.76,14.24,51.95,6.89,0.16
26.1,13.53,52.85,7.25,0.27
25.89,13.5,52.56,7.85,0.21
26.29,13.07,53.4,7.16,0.08
26.12,13.78,52.0,7.89,0.21
26.56,13.12,52.0,7.94,0.38
26.23,14.1,51.86,7.53,0.29
26.01,14.17,51.89,7.5,0.43
26.74,13.28,52.57,7.1,0.31
26.13,13.11,53.08,7.38,0.31
26.61,13.21,52.72,7.24,0.22
26.32,14.07,52.08,7.44,0.08
26.12,13.44,52.17,7.95,0.32
27.29,12.72,52.37,7.42,0.18
27.2,12.62,52.77,7.16,0.25
26.74,13.16,52.57,7.45,0.08
25.69,12.05,55.07,7.15,0.04
27.02,12.15,52.4,8.23,0.19
26.4,13.51,52.53,7.27,0.29
25.54,13.56,52.78,7.76,0.36
26.83,13.58,51.91,7.48,0.2
25.9,13.62,52.07,8.1,0.31
26.2,12.65,52.78,8.25,0.13
25.78,13.8,52.6,7.51,0.3
26.5,13.11,52.72,7.37,0.3
26.22,13.73,52.0,7.74,0.3
26.33,13.4,52.87,7.23,0.16
26.33,13.61,52.34,7.49,0.23
25.95,13.45,52.86,7.39,0.35
25.92,13.49,52.93,7.43,0.23
26.27,13.5,52.72,7.29,0.21
25.61,14.55,52.33,7.31,0.2
26.19,12.81,52.99,7.76,0.24
26.08,14.01,52.04,7.71,0.17
26.06,13.38,52.68,7.56,0.34
26.49,12.94,52.66,7.61,0.29
26.43,13.19,52.77,7.38,0.24
26.28,13.61,52.55,7.3,0.26
26.26,13.44,52.28,7.82,0.2
26.11,13.61,52.71,7.39,0.18
26.4,13.62,52.02,7.7,0.26
24.04,11.03,54.69,10.17,0.07
26.11,13.48,52.51,7.64,0.26
26.39,13.88,51.65,7.87,0.2
26.54,13.26,53.01,7.0,0.19
26.31,13.46,51.85,8.11,0.27
26.27,13.24,53.09,7.2,0.2
26.44,13.45,52.53,7.39,0.2
26.49,13.25,52.81,7.27,0.17
25.93,14.45,52.44,7.07,0.11
27.35,13.5,51.74,7.17,0.25
26.59,12.69,52.31,8.0,0.41
26.43,13.26,53.01,7.11,0.2
26.12,13.98,52.52,7.19,0.2
26.24,13.61,52.4,7.58,0.17
25.64,14.55,51.57,7.99,0.25
25.95,13.33,52.13,8.31,0.27
26.28,13.29,52.62,7.6,0.22
26.35,13.69,52.25,7.31,0.39
26.44,13.0,52.87,7.46,0.23
26.09,13.36,52.63,7.64,0.28
26.08,13.55,52.71,7.53,0.13
26.36,13.41,52.69,7.39,0.15
25.83,14.48,51.85,7.8,0.04
25.99,13.52,52.1,8.09,0.3
26.76,13.71,52.16,7.21,0.17
26.06,13.93,52.19,7.51,0.3
27.18,13.42,51.77,7.35,0.27
25.45,13.71,52.71,8.03,0.1
26.23,13.37,52.83,7.19,0.38
26.94,13.47,52.47,6.98,0.14
26.93,12.41,52.18,8.24,0.23
25.6,14.13,52.14,7.85,0.29
25.05,12.59,54.12,7.99,0.25
27.09,13.08,52.83,6.85,0.15
26.34,13.62,52.27,7.51,0.26
27.0,12.13,53.52,7.02,0.33
26.0,14.31,52.46,7.03,0.2
26.16,13.9,52.74,7.1,0.1
27.26,14.29,51.13,7.23,0.09
24.73,11.93,54.95,8.31,0.08
25.53,14.07,53.0,7.26,0.14
25.97,13.68,52.91,7.34,0.1
26.82,13.31,52.01,7.65,0.21
26.04,14.06,51.99,7.59,0.32
25.88,13.82,52.57,7.46,0.27
25.52,14.29,52.14,7.91,0.14
26.7,13.78,51.8,7.48,0.25
26.42,13.47,52.47,7.41,0.23
25.96,13.99,52.22,7.69,0.14
25.59,13.46,52.82,8.03,0.11
26.95,13.17,52.71,7.09,0.09
26.78,13.27,52.3,7.46,0.19
26.07,13.71,52.44,7.53,0.24
23.53,12.69,54.02,9.75,0.0
26.35,13.12,52.61,7.52,0.39
25.79,13.57,51.92,8.52,0.2
25.47,14.23,52.44,7.6,0.26
27.11,13.0,52.77,6.98,0.13
26.01,13.62,52.96,7.27,0.14
26.03,13.45,52.7,7.53,0.29
26.43,14.01,51.54,7.85,0.17
25.43,12.12,54.96,7.44,0.05
25.92,13.55,52.91,7.49,0.13
26.37,13.87,51.85,7.69,0.23
25.62,14.2,51.87,8.09,0.23
25.29,14.23,52.67,7.64,0.17
26.21,13.76,52.28,7.56,0.18
26.45,13.58,52.37,7.4,0.2
26.04,13.93,51.85,7.85,0.34
25.73,14.46,52.24,7.41,0.17
26.66,13.17,52.85,7.07,0.26
26.1,13.47,52.41,7.8,0.22
26.44,13.53,52.24,7.54,0.24
26.12,14.36,52.32,6.91,0.29
25.69,14.13,52.08,7.82,0.27
25.99,13.75,52.47,7.3,0.48
25.95,13.91,51.95,7.95,0.24
25.54,12.69,52.03,9.57,0.16
25.92,13.91,52.3,7.64,0.23
25.69,14.13,51.86,8.09,0.23
26.72,13.79,51.43,7.55,0.51
25.59,14.69,51.96,7.54,0.21
26.35,13.17,52.86,7.53,0.08
25.99,13.66,52.75,7.37,0.24
26.77,13.28,52.11,7.62,0.23
26.76,13.08,52.8,7.16,0.21
26.12,14.27,51.63,7.76,0.22
26.43,13.04,52.26,7.88,0.39
23.52,9.67,53.68,12.99,0.14
26.83,13.46,52.77,6.82,0.12
26.14,14.36,52.04,7.36,0.11
25.76,13.62,52.75,7.7,0.17
26.05,14.03,51.79,7.77,0.36
26.21,13.55,52.03,7.88,0.34
25.42,13.81,52.64,8.03,0.1
26.72,13.03,52.68,7.22,0.35
25.96,14.0,52.1,7.72,0.22
26.12,12.81,52.69,8.21,0.18
26.29,13.58,52.66,7.25,0.22
26.28,13.51,52.63,7.39,0.18
26.0,13.85,52.31,7.64,0.21
24.78,12.57,54.16,8.5,0.0
26.27,13.64,52.59,7.28,0.21
26.93,11.44,53.23,8.17,0.23
26.06,13.98,51.98,7.65,0.34
26.27,13.3,52.58,7.52,0.34
26.14,12.7,53.62,7.39,0.15
26.34,13.18,52.85,7.39,0.24
26.13,14.43,51.3,8.0,0.14
26.66,13.31,52.55,7.34,0.15
26.33,13.06,52.22,7.99,0.41
26.1,13.51,52.59,7.56,0.25
26.19,15.28,51.67,6.77,0.08
26.82,13.49,52.57,6.75,0.37
26.54,13.49,52.15,7.54,0.27
27.48,12.74,52.75,6.9,0.13
25.86,13.1,53.57,7.23,0.24
25.91,12.99,53.12,7.81,0.16
26.31,13.43,52.49,7.55,0.23
26.61,13.08,52.53,7.56,0.22
25.87,13.78,52.38,7.61,0.36
26.87,12.96,51.95,7.99,0.23
27.14,13.43,51.68,7.43,0.32
26.35,13.21,52.2,7.95,0.29
26.27,13.68,52.6,7.27,0.19
26.28,13.12,52.85,7.41,0.35
25.26,12.22,54.64,7.82,0.05
26.61,13.37,52.66,7.15,0.2
26.4,13.58,52.72,7.14,0.16
25.82,13.63,52.77,7.57,0.21
25.99,14.32,52.5,6.97,0.22
26.07,14.06,52.1,7.57,0.2
26.56,13.36,52.66,7.28,0.14
25.97,13.75,52.58,7.57,0.13
26.59,13.09,52.01,8.07,0.24
26.25,13.6,52.66,7.26,0.23
26.27,14.37,52.32,6.97,0.07
26.65,13.83,52.23,7.08,0.21
26.8,12.94,52.25,7.85,0.16
26.52,13.49,52.76,7.01,0.22
25.9,14.47,52.44,7.04,0.14
26.03,14.42,51.67,7.79,0.09
26.28,13.46,52.45,7.51,0.29
25.41,14.05,52.92,7.42,0.19
26.11,13.75,52.11,7.92,0.11
26.19,13.51,52.3,7.76,0.25
26.81,13.04,52.99,6.91,0.25
25.71,13.27,53.43,7.51,0.08
26.02,13.33,51.7,8.62,0.33
26.37,13.49,52.05,7.84,0.24
25.97,13.65,52.79,7.43,0.17
26.03,12.69,52.56,8.54,0.18
26.11,13.27,53.29,7.22,0.11
26.59,13.8,51.61,7.73,0.27
26.41,13.94,51.8,7.66,0.2
26.69,12.94,52.99,7.25,0.13
26.14,13.25,52.33,7.97,0.31
26.16,13.33,52.58,7.67,0.26
26.13,14.46,52.13,7.02,0.27
26.1,13.92,52.94,6.7,0.35
26.17,13.07,53.18,7.43,0.15
25.92,13.89,52.78,7.28,0.14
26.67,13.13,52.73,7.22,0.24
26.86,12.92,53.08,6.93,0.22
26.16,13.62,52.21,7.81,0.2
25.87,14.1,51.7,8.12,0.21
26.62,13.2,52.57,7.38,0.23
25.99,13.58,52.75,7.32,0.36
26.89,13.28,52.68,6.98,0.18
26.08,13.91,51.84,7.93,0.24
26.35,13.82,52.3,7.3,0.23
26.68,13.29,52.19,7.71,0.13
26.2,13.39,52.64,7.34,0.42
25.45,14.78,51.56,7.98,0.24
26.53,13.52,52.12,7.65,0.18
25.91,13.69,53.12,7.19,0.08
25.64,13.83,52.67,7.71,0.14
24.37,10.74,54.49,10.35,0.05
26.55,13.58,52.29,7.45,0.13
26.12,13.58,52.74,7.37,0.19
25.81,12.88,53.18,7.73,0.4
25.87,13.37,53.16,7.38,0.22
26.1,13.6,52.73,7.43,0.14
25.65,14.08,52.05,7.98,0.24
26.15,13.57,52.66,7.43,0.2
25.66,14.44,52.0,7.73,0.17
26.05,14.05,52.21,7.49,0.2
26.0,13.94,52.29,7.48,0.29
26.75,13.11,53.04,7.03,0.08
25.71,13.96,53.07,7.1,0.17
26.27,13.37,52.78,7.43,0.14
25.84,14.32,52.57,6.95,0.33
26.22,13.44,52.09,7.73,0.52
27.09,12.61,53.05,7.07,0.18
26.38,13.52,51.92,7.95,0.22
25.78,14.12,52.34,7.57,0.19
26.52,13.19,52.5,7.39,0.4
26.66,13.33,52.57,7.25,0.19
25.93,13.38,53.18,7.23,0.28
26.41,13.66,52.93,6.82,0.19
26.22,12.97,53.06,7.44,0.3
26.48,12.72,53.45,7.13,0.23
26.37,13.45,52.53,7.48,0.17
26.14,13.65,52.28,7.76,0.18
26.44,13.21,52.69,7.31,0.35
27.07,12.84,52.49,7.44,0.15
26.12,13.39,52.75,7.36,0.38
26.03,14.12,51.79,7.89,0.16
26.35,13.12,52.13,8.04,0.36
26.71,13.01,53.15,7.12,0.0
26.79,12.88,52.59,7.63,0.11
26.1,14.25,52.3,7.09,0.27
26.58,13.22,52.68,7.37,0.15
25.86,14.05,52.28,7.69,0.13
26.15,13.4,53.01,7.29,0.14
26.96,12.85,52.66,7.26,0.27
26.26,13.75,52.53,7.28,0.18
26.09,15.39,51.63,6.76,0.13
26.82,13.23,52.53,7.17,0.24
26.56,13.33,52.24,7.7,0.17
25.89,14.11,52.02,7.59,0.39
26.44,13.35,53.03,7.05,0.13
26.04,13.73,52.4,7.64,0.19
26.42,13.75,52.24,7.35,0.24
26.36,13.39,52.66,7.44,0.16
25.06,11.75,55.32,7.81,0.05
26.61,13.04,52.33,7.88,0.14
26.18,13.91,52.18,7.53,0.2
25.84,13.89,52.38,7.6,0.28
26.08,14.33,52.17,7.29,0.13
25.94,13.63,51.53,8.59,0.31
26.28,13.85,52.56,7.08,0.23
26.6,13.47,51.64,8.03,0.26
26.1,13.29,52.79,7.62,0.2
25.1,11.86,53.75,9.14,0.15
26.92,12.78,53.0,7.04,0.25
26.88,13.11,52.64,7.3,0.06
26.17,13.53,52.57,7.35,0.37
26.63,13.31,52.04,7.83,0.18
26.21,13.57,52.5,7.45,0.28
26.29,13.1,52.86,7.6,0.15
26.64,13.27,52.55,7.21,0.32
26.61,13.63,53.0,6.56,0.21
25.81,13.62,53.12,7.26,0.19
24.73,11.82,54.45,8.94,0.06
26.09,13.31,52.85,7.42,0.33
26.57,12.88,53.0,7.35,0.19
23.46,9.3,53.79,13.45,0.0
25.84,13.63,52.22,7.84,0.46
26.02,13.59,52.69,7.53,0.16
25.04,13.47,52.98,8.43,0.09
26.15,13.86,52.88,6.88,0.23
25.53,14.01,52.58,7.67,0.2
26.38,13.69,52.32,7.35,0.26
24.69,12.02,53.17,10.03,0.09
26.06,13.74,52.79,7.26,0.14
26.26,12.44,52.47,8.55,0.28
26.18,13.07,53.24,7.4,0.11
26.14,13.7,52.62,7.2,0.35
26.23,13.65,52.32,7.6,0.2
26.01,14.04,52.07,7.73,0.14
26.35,13.15,53.09,7.29,0.11
26.18,13.54,52.42,7.63,0.23
26.87,13.77,51.98,7.12,0.27
